application_id,app_name ,lob,app_team_DL ,ucd_comp_name ,circle_name ,LI_is_DU ,app_lead ,scm_url ,scm_type ,job_url,jenkins_team_name ,job_type ,is_template_used ,is_trunk_based ,build_tool ,technology,template_name ,template_catalog_used ,created_date_time ,is_public_cloud ,public_cloud_tool ,job_status ,deployment_tool ,is_unit_test_enabled ,is_pmd_enabled ,is_clover_enabled ,is_jacoco_enabled ,is_lint_enabled ,is_cobertura_enabled ,is_code_quality_enabled ,is_integration_test_enabled ,integration_test_tool,is_black_duck_enabled ,deployed_buildpack_name ,detected_buildpack,buildpack_version ,pcf_app_name ,pcf_app_last_updated,pcf_app_last_push ,gradle_image ,node_image ,gradle_image_status ,node_image_status ,is_app_scan_enabled ,foundation ,kaniko_image ,python_image ,soapui_image ,kaniko_image_status ,python_image_status ,soapui_image_status ,job_style,ucd_app_name ,unknown_image,bdh_critical ,bdh_high ,bdh_medium ,bdh_low ,is_myapproval_enabled ,is_hsp_prod_enabled ,bdh_url,bdh_tags,branch_coverage,class_coverage,complexity_score,instruction_coverage,line_coverage,method_coverage,clover_total_covered,clover_total_missed,clover method coverage,clover_conditions_coverage,clover_statements coverage,is_prod_enabled,environment,target_infrastructure
57,pi_fin_calculator_1,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,ant,dotnet,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
58,pi_fin_calculator_2,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
59,pi_fin_calculator_3,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
60,pi_fin_calculator_4,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
61,pi_fin_calculator_5,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,abinitio,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
62,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,abinitio,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
63,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
64,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
65,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
66,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,y,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
67,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
68,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,ant,dotnet,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
69,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,ant,dotnet,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
70,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
71,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog2,na,y,ocp,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
72,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,ocp,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
73,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
74,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
75,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
76,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
77,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
78,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
79,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
80,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
81,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
82,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,abinitio,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
83,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
84,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
85,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
86,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
87,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,business_template,business_catalog1,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
88,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
89,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog3,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
90,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
91,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
92,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,ant,dotnet,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
93,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,ant,dotnet,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,y,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
94,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
95,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
96,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
97,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
98,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
99,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
100,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
101,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
102,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,production,na
103,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
104,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
105,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
106,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
107,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
108,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
109,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
110,pi_power_builder,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
111,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
112,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
113,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
114,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog1,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
115,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
